# SOURCE:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 344:         4.444       51.955      -4.80  ROTTERDAM
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# EV24     =  Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,   TG,   RH, EV24
  344,20020414,   56,   18,   12
  344,20020415,   71,   36,    7
  344,20020416,   83,   43,   12
  344,20020417,   85,    0,   14
  344,20020418,   79,   22,   19
  344,20020419,   79,   -1,   15
  344,20020420,   85,    0,   23
  344,20020421,   99,    0,   30
  344,20020422,  144,    0,   29
  344,20020423,  127,    0,   32
  344,20020424,  136,    0,   31
  344,20020425,   99,    0,   20
  344,20020426,   87,  124,    7
  344,20020427,   88,   25,   19
  344,20020428,  103,   90,   15
  344,20020429,   95,   92,   18
  344,20020430,  109,   76,   10
  344,20020501,  103,   12,   31
  344,20020502,   91,   50,   16
  344,20020503,   92,    0,   29
  344,20020504,   89,    0,   12
  344,20020505,   88,   19,    6
  344,20020506,  112,   -1,   16
  344,20020507,  132,    0,   37
  344,20020508,  130,    0,   29
  344,20020509,  159,    0,   33
  344,20020510,  124,    0,   10
  344,20020511,  122,   -1,    8
  344,20020512,  114,    0,   14
  344,20020513,  166,    5,   42
  344,20020514,  133,   18,   28
  344,20020515,  138,    0,   39
  344,20020516,  158,    0,   42
  344,20020517,  164,    0,   44
  344,20020518,  143,    9,   12
  344,20020519,  139,   -1,   24
  344,20020520,  173,   -1,   33
  344,20020521,  198,    4,   37
  344,20020522,  159,   63,   10
  344,20020523,  148,    0,   39
  344,20020524,  126,   48,   13
  344,20020525,  131,    9,   28
  344,20020526,  125,   42,   16
  344,20020527,  131,    1,   30
  344,20020528,  139,    8,   33
  344,20020529,  127,   34,   29
  344,20020530,  137,    3,   30
  344,20020531,  129,    0,   38
  344,20020601,  140,    0,   47
  344,20020602,  181,    0,   47
  344,20020603,  177,   10,   30
  344,20020604,  179,  150,   34
  344,20020605,  187,   22,   15
  344,20020606,  155,   -1,   17
  344,20020607,  139,    9,   14
  344,20020608,  169,    0,   44
  344,20020609,  156,   44,   32
  344,20020610,  140,   13,   22
  344,20020611,  136,  106,   27
  344,20020612,  143,  194,   15
  344,20020613,  142,   11,   15
  344,20020614,  185,   71,   26
  344,20020615,  174,   -1,   40
  344,20020616,  181,   18,   27
  344,20020617,  240,    0,   55
  344,20020618,  202,   -1,   39
  344,20020619,  172,   -1,   42
  344,20020620,  145,  105,    8
  344,20020621,  158,    0,   35
  344,20020622,  174,   19,   25
  344,20020623,  161,    0,   45
  344,20020624,  159,    0,   52
  344,20020625,  169,    0,   43
  344,20020626,  171,    0,   42
  344,20020627,  146,    0,   40
  344,20020628,  134,    5,   20
  344,20020629,  151,    0,   47
  344,20020630,  165,    0,   29
  344,20020701,  139,   58,    6
  344,20020702,  146,   38,   27
  344,20020703,  141,  191,    8
  344,20020704,  158,    1,   34
  344,20020705,  152,   14,   15
  344,20020706,  156,   22,   20
  344,20020707,  156,   -1,   13
  344,20020708,  183,    0,   31
  344,20020709,  193,   73,   26
  344,20020710,  152,   -1,   15
  344,20020711,  156,    0,   34
  344,20020712,  163,   19,   20
  344,20020713,  165,    2,   16
  344,20020714,  166,    0,   15
  344,20020715,  180,    0,   39
  344,20020716,  193,    0,   45
  344,20020717,  179,    0,   43
  344,20020718,  154,    0,   37
  344,20020719,  148,    0,   31
  344,20020720,  161,   69,   34
  344,20020721,  156,   16,   27
  344,20020722,  165,    0,   37
  344,20020723,  175,   24,   15
  344,20020724,  161,  140,   30
  344,20020725,  160,    1,   33
  344,20020726,  190,    9,   36
  344,20020727,  204,    0,   46
  344,20020728,  239,    0,   43
  344,20020729,  245,    0,   49
  344,20020730,  243,    9,   44
  344,20020731,  202,    0,   22
  344,20020801,  161,  163,   13
  344,20020802,  196,    0,   42
  344,20020803,  168,   69,   17
  344,20020804,  172,    2,   26
  344,20020805,  168,    6,   19
  344,20020806,  175,  425,   15
  344,20020807,  180,    0,   36
  344,20020808,  180,    0,   31
  344,20020809,  189,  117,   25
  344,20020810,  182,    1,   22
  344,20020811,  181,    0,   33
  344,20020812,  176,    5,   25
  344,20020813,  179,    0,   40
  344,20020814,  207,    0,   24
  344,20020815,  223,    0,   38
  344,20020816,  229,    0,   41
  344,20020817,  230,    0,   43
  344,20020818,  240,    2,   38
  344,20020819,  223,   28,   27
  344,20020820,  185,  124,    5
  344,20020821,  176,   30,    9
  344,20020822,  165,   -1,   25
  344,20020823,  166,    0,   24
  344,20020824,  154,  481,    3
  344,20020825,  168,    0,   27
  344,20020826,  177,    0,   32
  344,20020827,  201,    0,   22
  344,20020828,  197,    0,   29
  344,20020829,  184,    0,   34
  344,20020830,  189,    0,   11
  344,20020831,  166,   11,   16
  344,20020901,  147,    0,   27
  344,20020902,  163,    0,   32
  344,20020903,  166,    6,   33
  344,20020904,  150,    0,   27
  344,20020905,  165,    0,   27
  344,20020906,  175,    1,   14
  344,20020907,  174,   59,   17
  344,20020908,  180,   25,   18
  344,20020909,  180,   -1,   21
  344,20020910,  148,   48,    9
  344,20020911,  169,   -1,   15
  344,20020912,  171,    0,   30
  344,20020913,  168,    0,   29
  344,20020914,  160,   -1,   11
  344,20020915,  154,    0,   29
  344,20020916,  137,   -1,   18
  344,20020917,  149,   -1,    7
  344,20020918,  151,   -1,   10
  344,20020919,  147,    0,   10
  344,20020920,  147,    0,   15
  344,20020921,  133,   46,    8
  344,20020922,  132,  130,   15
  344,20020923,  123,   -1,   22
  344,20020924,  101,    0,   23
  344,20020925,  135,   48,   13
  344,20020926,  127,   65,   12
  344,20020927,  131,   10,   12
  344,20020928,  132,   -1,   10
  344,20020929,  137,    0,   21
  344,20020930,  127,    0,   21
  344,20021001,  128,    0,   17
  344,20021002,  150,    0,   14
  344,20021003,  147,   67,    5
  344,20021004,  121,    0,   16
  344,20021005,  142,   18,    4
  344,20021006,  112,   34,   17
  344,20021007,   97,   36,    9
  344,20021008,   71,    0,   17
  344,20021009,   89,    0,   17
  344,20021010,   89,    0,   16
  344,20021011,   70,    0,   15
  344,20021012,   67,    7,    5
  344,20021013,   88,    4,    5
  344,20021014,   97,  113,    2
  344,20021015,   95,   -1,    3
  344,20021016,  123,   10,    6
  344,20021017,   94,   13,   11
  344,20021018,   78,   92,    5
  344,20021019,   70,   68,    7
  344,20021020,   80,   25,    8
  344,20021021,  111,    6,    4
  344,20021022,  139,   44,    4
  344,20021023,  101,   21,    7
  344,20021024,   95,    2,   11
  344,20021025,  122,  119,    3
  344,20021026,  112,    4,    4
  344,20021027,  118,   86,    6
  344,20021028,   97,    0,    9
  344,20021029,   91,    5,    3
  344,20021030,   95,   18,    8
  344,20021031,   58,    0,    9
  344,20021101,  110,   62,    3
  344,20021102,  132,   57,    7
  344,20021103,  121,  115,    7
  344,20021104,   96,    4,    8
  344,20021105,   88,    0,    5
  344,20021106,   97,  210,    6
  344,20021107,   82,   73,    3
  344,20021108,   82,  247,    3
  344,20021109,   78,    5,    6
  344,20021110,   73,   46,    3
  344,20021111,   97,    3,    6
  344,20021112,   99,    3,    4
  344,20021113,   99,   53,    3
  344,20021114,  105,    3,    6
  344,20021115,   72,    0,    5
  344,20021116,   63,    0,    3
  344,20021117,   88,   10,    3
  344,20021118,   77,    0,    3
  344,20021119,   71,   -1,    1
  344,20021120,   64,   -1,    5
  344,20021121,  104,   43,    2
  344,20021122,   86,    0,    4
  344,20021123,   79,   57,    5
  344,20021124,   80,   -1,    6
  344,20021125,   52,   56,    1
  344,20021126,   78,    0,    5
  344,20021127,   65,    0,    5
  344,20021128,   79,   42,    1
  344,20021129,   86,   -1,    2
  344,20021130,   72,   -1,    3
  344,20021201,   77,   94,    2
  344,20021202,   77,   28,    2
  344,20021203,   59,    0,    5
  344,20021204,   56,    3,    2
  344,20021205,   57,   -1,    3
  344,20021206,   27,   -1,    1
  344,20021207,    6,   -1,    1
  344,20021208,  -18,    0,    1
  344,20021209,  -43,    0,    3
  344,20021210,  -57,    0,    3
  344,20021211,  -50,    0,    3
  344,20021212,  -19,    0,    1
  344,20021213,   -3,   -1,    2
  344,20021214,   12,    0,    1
  344,20021215,   31,   63,    2
  344,20021216,   41,   25,    0
  344,20021217,   20,   -1,    1
  344,20021218,   -7,    0,    3
  344,20021219,    8,    0,    3
  344,20021220,    4,    0,    2
  344,20021221,   29,   -1,    1
  344,20021222,   68,  243,    0
  344,20021223,   48,   10,    1
  344,20021224,  101,   16,    2
  344,20021225,   96,   23,    2
  344,20021226,  100,   88,    1
  344,20021227,  111,  111,    2
  344,20021228,   90,   33,    1
  344,20021229,   82,  183,    1
  344,20021230,   73,   -1,    1
  344,20021231,    7,    0,    2
  344,20030101,   56,  181,    0
  344,20030102,   94,  110,    1
  344,20030103,   50,   13,    2
  344,20030104,  -12,    0,    2
  344,20030105,  -15,    9,    2
  344,20030106,   -8,   12,    2
  344,20030107,  -48,    0,    4
  344,20030108,  -46,   -1,    2
  344,20030109,  -61,    0,    4
  344,20030110,  -33,    1,    2
  344,20030111,  -37,    0,    4
  344,20030112,   16,   -1,    3
  344,20030113,   66,   22,    2
  344,20030114,   78,   -1,    3
  344,20030115,   60,   17,    3
  344,20030116,   58,    0,    6
  344,20030117,   33,   -1,    3
  344,20030118,   44,    0,    1
  344,20030119,   52,   18,    1
  344,20030120,   77,   61,    1
  344,20030121,   82,    3,    5
  344,20030122,   72,   46,    1
  344,20030123,   56,    9,    1
  344,20030124,   31,    0,    6
  344,20030125,   46,   11,    2
  344,20030126,   66,   22,    2
  344,20030127,   88,   11,    4
  344,20030128,   60,   41,    4
  344,20030129,   44,   57,    5
  344,20030130,    8,   36,    4
  344,20030131,  -29,   -1,    4
  344,20030201,  -16,   35,    2
  344,20030202,   33,   25,    3
  344,20030203,   42,   15,    5
  344,20030204,   28,   63,    3
  344,20030205,   35,   14,    7
  344,20030206,   15,    0,    5
  344,20030207,   51,    4,    2
  344,20030208,   72,    1,    2
  344,20030209,   62,    0,    2
  344,20030210,   32,    0,    8
  344,20030211,   12,    0,    6
  344,20030212,  -20,   -1,    2
  344,20030213,  -19,    0,    9
  344,20030214,  -13,    0,    8
  344,20030215,   -4,    0,    2
  344,20030216,   -9,    0,    9
  344,20030217,  -18,    0,    9
  344,20030218,  -15,    0,    9
  344,20030219,    1,    0,   10
  344,20030220,   14,    0,   11
  344,20030221,   12,    0,   11
  344,20030222,   27,    0,   11
  344,20030223,   58,    0,   12
  344,20030224,   82,    0,   13
  344,20030225,   51,    0,   14
  344,20030226,   64,   -1,   13
  344,20030227,  100,    0,   14
  344,20030228,   96,   49,   14
  344,20030301,  100,   -1,   14
  344,20030302,   77,   24,   10
  344,20030303,   52,    0,   13
  344,20030304,   76,   12,    8
  344,20030305,  112,   -1,    6
  344,20030306,   68,    8,    6
  344,20030307,   61,   16,    9
  344,20030308,   82,   58,    9
  344,20030309,   94,    6,   11
  344,20030310,  100,    0,    9
  344,20030311,   96,   52,    3
  344,20030312,   64,    1,    8
  344,20030313,   43,    0,   18
  344,20030314,   55,    0,   19
  344,20030315,   58,    0,   19
  344,20030316,   59,    0,   20
  344,20030317,   46,    0,   18
  344,20030318,   57,    0,   18
  344,20030319,   45,    0,   19
  344,20030320,   45,    0,   14
  344,20030321,   59,    0,   20
  344,20030322,   72,    0,   23
  344,20030323,   86,    0,   24
  344,20030324,  109,    0,   22
  344,20030325,   99,    0,   18
  344,20030326,  100,    0,   23
  344,20030327,   67,    0,   20
  344,20030328,  109,    0,   23
  344,20030329,  101,   -1,   10
  344,20030330,   67,    0,   21
  344,20030331,   58,    0,   20
  344,20030401,   75,  182,    9
  344,20030402,   60,   53,   13
  344,20030403,   50,    1,   17
  344,20030404,   64,    1,   10
  344,20030405,   75,   -1,   20
  344,20030406,   55,   -1,   14
  344,20030407,   31,    0,   25
  344,20030408,   32,    0,   24
  344,20030409,   26,   -1,   18
  344,20030410,   34,   -1,   19
  344,20030411,   51,    5,   14
  344,20030412,   79,    0,   27
  344,20030413,  124,    0,   30
  344,20030414,  148,    0,   32
  344,20030415,  172,    0,   38
  344,20030416,  178,    0,   38
  344,20030417,  162,    0,   37
  344,20030418,  126,    0,   35
  344,20030419,   81,   -1,   14
  344,20030420,  116,    0,   31
  344,20030421,  146,   -1,   35
  344,20030422,  109,   -1,   34
  344,20030423,   93,    0,   32
  344,20030424,  140,    5,   30
  344,20030425,  163,   42,   21
  344,20030426,  124,   94,    8
  344,20030427,  124,   -1,   21
  344,20030428,  158,   17,   21
  344,20030429,  130,    7,   31
  344,20030430,  125,   31,   10
  344,20030501,  124,    1,   25
  344,20030502,  127,   87,   18
  344,20030503,  121,   30,   32
  344,20030504,  172,   -1,   44
  344,20030505,  141,   28,    8
  344,20030506,  112,   12,   24
  344,20030507,  113,    0,   34
  344,20030508,  114,    7,   30
  344,20030509,  118,    1,   18
  344,20030510,  123,    0,   38
  344,20030511,  137,  146,   38
  344,20030512,  111,  115,   14
  344,20030513,  101,   11,   33
  344,20030514,   97,   -1,   21
  344,20030515,   99,    0,   34
  344,20030516,  123,   -1,   33
  344,20030517,  143,   54,   20
  344,20030518,  139,    4,   19
  344,20030519,  129,   21,   11
  344,20030520,  116,   34,   18
  344,20030521,  128,    7,   24
  344,20030522,  137,   46,   10
  344,20030523,  128,  118,   12
  344,20030524,  121,   -1,    7
  344,20030525,  117,   78,   14
  344,20030526,  133,    0,   41
  344,20030527,  150,    0,   33
  344,20030528,  175,    0,   42
  344,20030529,  188,    0,   47
  344,20030530,  203,    0,   49
  344,20030531,  191,    0,   49
  344,20030601,  224,    0,   47
  344,20030602,  194,   -1,   32
  344,20030603,  193,    1,   26
  344,20030604,  201,  119,   35
  344,20030605,  155,    0,   40
  344,20030606,  179,    0,   46
  344,20030607,  191,    0,   47
  344,20030608,  170,   61,   20
  344,20030609,  164,    0,   45
  344,20030610,  192,   -1,   24
  344,20030611,  168,    0,   44
  344,20030612,  164,   -1,   29
  344,20030613,  167,    0,   48
  344,20030614,  173,    0,   34
  344,20030615,  167,    0,   48
  344,20030616,  182,    0,   49
  344,20030617,  194,    2,   30
  344,20030618,  184,   -1,   42
  344,20030619,  183,    1,   22
  344,20030620,  147,    0,   39
  344,20030621,  154,    0,   46
  344,20030622,  199,    0,   35
  344,20030623,  195,   30,   34
  344,20030624,  159,    0,   41
  344,20030625,  164,    0,   47
  344,20030626,  184,    0,   47
  344,20030627,  191,    0,   40
  344,20030628,  170,    5,   32
  344,20030629,  178,    0,   40
  344,20030630,  167,   59,    7
  344,20030701,  164,  102,   24
  344,20030702,  153,   25,   19
  344,20030703,  155,  157,   19
  344,20030704,  152,    8,   12
  344,20030705,  153,   -1,   14
  344,20030706,  166,    0,   26
  344,20030707,  175,    0,   35
  344,20030708,  179,   -1,   32
  344,20030709,  185,   -1,   42
  344,20030710,  203,    0,   49
  344,20030711,  189,    0,   36
  344,20030712,  167,    0,   44
  344,20030713,  185,    0,   51
  344,20030714,  216,    0,   54
  344,20030715,  247,    0,   55
  344,20030716,  244,   -1,   48
  344,20030717,  182,   34,    9
  344,20030718,  196,    0,   30
  344,20030719,  239,    0,   52
  344,20030720,  207,   -1,   40
  344,20030721,  208,    0,   42
  344,20030722,  195,    0,   43
  344,20030723,  197,    0,   40
  344,20030724,  189,    8,   28
  344,20030725,  190,   22,   26
  344,20030726,  195,   -1,   23
  344,20030727,  186,    8,   24
  344,20030728,  187,    0,   45
  344,20030729,  201,   -1,   34
  344,20030730,  192,   32,   24
  344,20030731,  192,    0,   40
  344,20030801,  207,    0,   42
  344,20030802,  197,   -1,   35
  344,20030803,  198,    0,   43
  344,20030804,  224,    0,   45
  344,20030805,  232,    0,   43
  344,20030806,  257,    6,   44
  344,20030807,  238,    0,   43
  344,20030808,  199,    0,   36
  344,20030809,  195,    0,   26
  344,20030810,  216,   -1,   37
  344,20030811,  236,   -1,   29
  344,20030812,  238,    0,   41
  344,20030813,  199,    0,   35
  344,20030814,  172,    0,   38
  344,20030815,  163,    0,   36
  344,20030816,  170,    0,   33
  344,20030817,  177,   -1,   13
  344,20030818,  195,    5,   27
  344,20030819,  186,    0,   36
  344,20030820,  172,    0,   36
  344,20030821,  177,    0,   30
  344,20030822,  199,    0,   12
  344,20030823,  194,   -1,   26
  344,20030824,  166,    0,   10
  344,20030825,  179,    0,   24
  344,20030826,  169,    2,   30
  344,20030827,  161,    0,   20
  344,20030828,  152,   26,   15
  344,20030829,  144,   51,   10
  344,20030830,  141,   10,   24
  344,20030831,  141,    1,   22
  344,20030901,  136,   96,   21
  344,20030902,  136,    7,   22
  344,20030903,  137,    0,   23
  344,20030904,  156,    0,   25
  344,20030905,  184,    0,   27
  344,20030906,  174,   -1,   13
  344,20030907,  148,   42,   13
  344,20030908,  136,    3,   22
  344,20030909,  138,   66,   15
  344,20030910,  122,  206,    4
  344,20030911,  144,   -1,   26
  344,20030912,  145,   24,   11
  344,20030913,  134,    0,   28
  344,20030914,  137,    0,   29
  344,20030915,  152,    0,   25
  344,20030916,  158,    0,   24
  344,20030917,  171,    0,   27
  344,20030918,  192,    0,   28
  344,20030919,  176,    0,   22
  344,20030920,  185,    0,   25
  344,20030921,  195,    0,   25
  344,20030922,  183,  110,   24
  344,20030923,  107,   79,   14
  344,20030924,  105,    6,   17
  344,20030925,  111,    0,   22
  344,20030926,  129,   31,   17
  344,20030927,  136,    5,   16
  344,20030928,  126,    4,    7
  344,20030929,  118,  106,   15
  344,20030930,  129,    0,   18
  344,20031001,  123,   22,   12
  344,20031002,  146,    0,    8
  344,20031003,  147,    7,   12
  344,20031004,  107,   67,   12
  344,20031005,   86,   64,   13
  344,20031006,  107,   79,    7
  344,20031007,   98,  132,    4
  344,20031008,  122,   97,    5
  344,20031009,  139,    2,    7
  344,20031010,  138,    6,   13
  344,20031011,  103,    0,    6
  344,20031012,   92,    0,   16
  344,20031013,   95,    0,   10
  344,20031014,   88,    0,   14
  344,20031015,   78,    0,   15
  344,20031016,   78,    0,   15
  344,20031017,   71,    0,   15
  344,20031018,   57,    0,   12
  344,20031019,   61,    0,   11
  344,20031020,   66,    0,   10
  344,20031021,   61,    0,    4
  344,20031022,   60,    0,    9
  344,20031023,   25,    0,   11
  344,20031024,   27,    7,    7
  344,20031025,   72,  103,    4
  344,20031026,   60,   26,    9
  344,20031027,   11,    0,   10
  344,20031028,   28,    0,    9
  344,20031029,   55,    0,    8
  344,20031030,   74,    6,    5
  344,20031031,   86,  106,    5
  344,20031101,   92,   26,    3
  344,20031102,   97,   24,    4
  344,20031103,  113,   45,    6
  344,20031104,   91,    0,    6
  344,20031105,  100,    0,    9
  344,20031106,   76,    0,    9
  344,20031107,   67,    0,    9
  344,20031108,   69,    0,    8
  344,20031109,   76,   -1,    7
  344,20031110,   91,   -1,    7
  344,20031111,   41,    0,    4
  344,20031112,   54,   14,    2
  344,20031113,   92,    0,    5
  344,20031114,   79,   -1,    3
  344,20031115,   86,   -1,    3
  344,20031116,   66,   72,    1
  344,20031117,   85,   30,    3
  344,20031118,  121,    4,    1
  344,20031119,  121,   -1,    2
  344,20031120,   99,   -1,    1
  344,20031121,   94,   15,    2
  344,20031122,  120,   34,    3
  344,20031123,  123,   65,    2
  344,20031124,   76,  161,    1
  344,20031125,   65,    0,    5
  344,20031126,   86,   32,    3
  344,20031127,   49,    0,    4
  344,20031128,   36,    0,    5
  344,20031129,   38,   10,    3
  344,20031130,   72,   24,    3
  344,20031201,  100,   58,    3
  344,20031202,   69,    0,    2
  344,20031203,   51,    0,    2
  344,20031204,   57,    0,    1
  344,20031205,   45,    0,    1
  344,20031206,   52,    2,    3
  344,20031207,   -4,    0,    4
  344,20031208,  -10,    0,    4
  344,20031209,  -19,    0,    4
  344,20031210,  -15,    0,    3
  344,20031211,   37,   33,    1
  344,20031212,   45,   21,    2
  344,20031213,  114,  168,    0
  344,20031214,   76,   23,    2
  344,20031215,   46,   25,    3
  344,20031216,   54,    3,    2
  344,20031217,   43,   -1,    4
  344,20031218,   34,    0,    4
  344,20031219,   45,    0,    2
  344,20031220,   77,   60,    1
  344,20031221,   60,   67,    2
  344,20031222,   17,   60,    3
  344,20031223,   31,   36,    0
  344,20031224,   51,    1,    1
  344,20031225,   88,    0,    1
  344,20031226,   73,    1,    1
  344,20031227,   71,   10,    3
  344,20031228,   56,  332,    1
  344,20031229,   42,    5,    2
  344,20031230,   33,   -1,    2
  344,20031231,   14,    0,    1
  344,20040101,    2,   37,    1
  344,20040102,  -18,    2,    3
  344,20040103,  -43,   -1,    3
  344,20040104,   40,   14,    3
  344,20040105,   50,   12,    1
  344,20040106,   71,   21,    0
  344,20040107,   65,   -1,    1
  344,20040108,   61,   25,    1
  344,20040109,   63,   26,    1
  344,20040110,   61,    0,    3
  344,20040111,   92,   88,    2
  344,20040112,   59,   30,    1
  344,20040113,   75,   70,    2
  344,20040114,   48,  139,    1
  344,20040115,   56,   32,    4
  344,20040116,   64,  104,    1
  344,20040117,   49,   81,    1
  344,20040118,   28,    0,    6
  344,20040119,   70,  257,    1
  344,20040120,   51,    8,    3
  344,20040121,   26,    0,    4
  344,20040122,   27,    7,    1
  344,20040123,   24,    0,    3
  344,20040124,   41,   17,    2
  344,20040125,   22,   -1,    5
  344,20040126,    4,   -1,    2
  344,20040127,    7,   31,    3
  344,20040128,   16,   80,    4
  344,20040129,   23,   21,    3
  344,20040130,   31,    0,    3
  344,20040131,   74,   97,    1
  344,20040201,  102,  110,    7
  344,20040202,  107,  133,    2
  344,20040203,  129,   -1,    4
  344,20040204,  140,    2,    4
  344,20040205,  116,   19,    1
  344,20040206,  108,   16,    1
  344,20040207,   74,   44,    6
  344,20040208,   44,   50,    5
  344,20040209,   36,   18,    4
  344,20040210,   46,   57,    3
  344,20040211,   66,    5,    3
  344,20040212,   57,    0,    3
  344,20040213,   76,    0,    3
  344,20040214,   66,   -1,    5
  344,20040215,   59,   -1,    5
  344,20040216,   33,    0,    6
  344,20040217,   43,    1,    3
  344,20040218,   55,   -1,    4
  344,20040219,   19,    0,    9
  344,20040220,    8,    0,   11
  344,20040221,    7,    0,    4
  344,20040222,   29,   -1,    7
  344,20040223,   14,    7,   10
  344,20040224,   27,   80,    5
  344,20040225,    7,   13,    7
  344,20040226,   10,   51,    3
  344,20040227,   -7,   81,    5
  344,20040228,  -11,    1,    8
  344,20040229,   -5,    0,   11
  344,20040301,   12,    0,   11
  344,20040302,   26,    0,   11
  344,20040303,   32,    0,   13
  344,20040304,   66,    0,   10
  344,20040305,   42,   53,    5
  344,20040306,   25,   43,    5
  344,20040307,   46,    8,   13
  344,20040308,   30,   -1,   12
  344,20040309,   24,    0,   10
  344,20040310,   14,    1,    3
  344,20040311,   25,   -1,    8
  344,20040312,   36,    5,    9
  344,20040313,   80,    1,    7
  344,20040314,   94,    1,   11
  344,20040315,  118,   -1,   14
  344,20040316,  128,    0,    9
  344,20040317,  109,    0,   19
  344,20040318,   96,   31,    6
  344,20040319,   90,  123,    5
  344,20040320,  101,   36,    2
  344,20040321,   82,   12,   18
  344,20040322,   57,   84,   11
  344,20040323,   33,   41,    9
  344,20040324,   31,   -1,    9
  344,20040325,   32,    1,   13
  344,20040326,   29,    3,   16
  344,20040327,   34,    0,   12
  344,20040328,   67,    0,   19
  344,20040329,   86,    0,   14
  344,20040330,  106,    0,   27
  344,20040331,  125,    0,   27
  344,20040401,  149,   -1,   23
  344,20040402,  115,    2,   11
  344,20040403,  117,   12,   13
  344,20040404,  102,   22,   21
  344,20040405,   81,   44,   17
  344,20040406,   62,   68,   17
  344,20040407,   62,   29,   13
  344,20040408,   60,   23,   16
  344,20040409,   52,    0,   11
  344,20040410,   59,    2,    7
  344,20040411,   59,   -1,   12
  344,20040412,   67,    0,   28
  344,20040413,   79,   10,   14
  344,20040414,   83,    0,   23
  344,20040415,  115,    0,   28
  344,20040416,  142,    0,   32
  344,20040417,  126,   -1,   27
  344,20040418,   86,   31,    9
  344,20040419,   71,    2,   12
  344,20040420,   89,    0,   26
  344,20040421,  139,   13,   19
  344,20040422,  117,   -1,   29
  344,20040423,   98,    0,   35
  344,20040424,   96,    0,    9
  344,20040425,  114,    0,   31
  344,20040426,  136,    0,   32
  344,20040427,  148,   40,   30
  344,20040428,  141,   71,   23
  344,20040429,  137,    3,   13
  344,20040430,  154,  338,   26
  344,20040501,  135,    0,   28
  344,20040502,  119,    0,   16
  344,20040503,  126,   -1,   33
  344,20040504,   89,   31,   12
  344,20040505,   99,    0,   26
  344,20040506,   98,    0,   24
  344,20040507,   91,   83,    8
  344,20040508,  111,   -1,   14
  344,20040509,  116,    0,   25
  344,20040510,  124,    0,   28
  344,20040511,   98,    0,   17
  344,20040512,   99,    0,   23
  344,20040513,   96,    0,   19
  344,20040514,   99,    0,   28
  344,20040515,  135,    0,   42
  344,20040516,  136,    0,   33
  344,20040517,  145,    0,   37
  344,20040518,  143,    0,   42
  344,20040519,  147,    0,   45
  344,20040520,  136,   -1,   30
  344,20040521,  112,   -1,   32
  344,20040522,   91,    9,   30
  344,20040523,  103,    3,   40
  344,20040524,  110,    0,   41
  344,20040525,  115,    0,   29
  344,20040526,   94,    0,   36
  344,20040527,  100,   -1,   23
  344,20040528,  125,    0,   45
  344,20040529,  160,    0,   43
  344,20040530,  142,  147,    9
  344,20040531,  140,   -1,   40
  344,20040601,  165,   -1,   28
  344,20040602,  136,   53,    8
  344,20040603,  140,   17,   32
  344,20040604,  141,   49,   15
  344,20040605,  131,    0,   28
  344,20040606,  150,    0,   35
  344,20040607,  189,    0,   45
  344,20040608,  229,    0,   51
  344,20040609,  187,    0,   41
  344,20040610,  177,   11,   19
  344,20040611,  170,   -1,   42
  344,20040612,  142,   11,   25
  344,20040613,  134,   -1,   33
  344,20040614,  172,    0,   39
  344,20040615,  163,    0,   32
  344,20040616,  160,    0,   42
  344,20040617,  165,    2,   21
  344,20040618,  150,   -1,   25
  344,20040619,  120,  139,   39
  344,20040620,  127,    1,   37
  344,20040621,  135,   50,   32
  344,20040622,  156,   24,   29
  344,20040623,  159,  253,   18
  344,20040624,  145,   95,   18
  344,20040625,  140,    3,   26
  344,20040626,  165,   -1,   31
  344,20040627,  176,   26,   30
  344,20040628,  164,    0,   44
  344,20040629,  170,    0,   37
  344,20040630,  182,   18,   31
  344,20040701,  161,    1,   33
  344,20040702,  153,   23,   23
  344,20040703,  160,   45,   35
  344,20040704,  150,   40,   17
  344,20040705,  151,    0,   45
  344,20040706,  158,    0,   42
  344,20040707,  169,   81,   32
  344,20040708,  168,  102,   32
  344,20040709,  148,  122,   20
  344,20040710,  154,    4,   45
  344,20040711,  143,   52,   27
  344,20040712,  139,   11,   14
  344,20040713,  150,    4,   34
  344,20040714,  165,   37,   19
  344,20040715,  179,    1,   13
  344,20040716,  175,    3,   18
  344,20040717,  197,  121,   35
  344,20040718,  177,   78,   21
  344,20040719,  171,    0,   39
  344,20040720,  182,   24,   29
  344,20040721,  187,    1,   23
  344,20040722,  209,   30,   45
  344,20040723,  183,    9,   32
  344,20040724,  176,    0,   39
  344,20040725,  153,   61,   15
  344,20040726,  163,   -1,   40
  344,20040727,  167,    0,   41
  344,20040728,  189,    0,   40
  344,20040729,  205,    0,   46
  344,20040730,  196,    2,   34
  344,20040731,  189,    0,   40
  344,20040801,  191,    0,   34
  344,20040802,  208,    0,   42
  344,20040803,  219,    0,   39
  344,20040804,  223,    0,   40
  344,20040805,  218,    9,   24
  344,20040806,  210,    9,   33
  344,20040807,  203,   45,   26
  344,20040808,  243,    0,   44
  344,20040809,  261,    0,   43
